UPA,USO_DE_SU,Reclass,ABANDONED,CONSERVATION,FARMING,CATTLE,FORESTRY,LODGING,AGUA,ENERGIA_EL,TELEFONO_F,INTERNET,ALCANTARIL,VIAS_DE_AC,RIEGO,RELIEVE
56,AGRICOLA SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,PLANO
57,AGRICOLA PECUARIO HABITACIONAL,AGRICOLA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,AGUA ENTUBADA PUBLICA,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,POZO SEPTICO O CIEGO PUBLICO,LASTRADA,NO TIENE,PLANO
58,AGRICOLA SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,AGUA ENTUBADA PUBLICA,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
60,FORESTAL HABITACIONAL SIN APROVECHAMIENTO,FORESTAL,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,AGUA ENTUBADA PUBLICA,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,PLANO
61,AGRICOLA FORESTAL SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,AGUA ENTUBADA PUBLICA,NO TIENE,NO TIENE,NO TIENE,NO TIENE,SENDERO,NO TIENE,PLANO
62,AGRICOLA HABITACIONAL SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,AGUA ENTUBADA PUBLICA,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,POZO SEPTICO O CIEGO PRIVADO,LASTRADA,NO TIENE,PLANO
62,AGRICOLA HABITACIONAL SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,AGUA ENTUBADA PUBLICA,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,POZO SEPTICO O CIEGO PUBLICO,LASTRADA,NO TIENE,PLANO
63,AGRICOLA,AGRICOLA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,AGUA ENTUBADA PUBLICA,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
63,PECUARIO SIN APROVECHAMIENTO,PECUARIO,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
63,PECUARIO,PECUARIO,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,ONDULADO
63,PECUARIO,PECUARIO,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,PLANO
63,PECUARIO,PECUARIO,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,PLANO
63,AGRICOLA PECUARIO SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,PLANO
63,PECUARIO SIN APROVECHAMIENTO,PECUARIO,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,PLANO
64,AGRICOLA HABITACIONAL,AGRICOLA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,AGUA ENTUBADA PUBLICA,ENERGIA ELECTRICA PUBLICA,TELEFONO FIJO PUBLICO,NO TIENE,POZO SEPTICO O CIEGO PRIVADO,LASTRADA,NO TIENE,PLANO
65,PECUARIO,PECUARIO,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,AGUA ENTUBADA PUBLICA,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,POZO SEPTICO O CIEGO PRIVADO,LASTRADA,NO TIENE,PLANO
66,SIN APROVECHAMIENTO,SIN APROVECHAMIENTO,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,ONDULADO
66,PECUARIO HABITACIONAL,PECUARIO,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,AGUA ENTUBADA PUBLICA,NO TIENE,TELEFONO FIJO PUBLICO,NO TIENE,POZO SEPTICO O CIEGO PRIVADO,LASTRADA,NO TIENE,ONDULADO
67,AGRICOLA HABITACIONAL,AGRICOLA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,AGUA ENTUBADA PUBLICA,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,POZO SEPTICO O CIEGO PRIVADO,LASTRADA,NO TIENE,PLANO
68,AGRICOLA HABITACIONAL,AGRICOLA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,AGUA ENTUBADA PUBLICA,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,PLANO
69,AGRICOLA FORESTAL,AGRICOLA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,PLANO
69,AGRICOLA,AGRICOLA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,AGUA ENTUBADA PUBLICA,ENERGIA ELECTRICA PUBLICA,TELEFONO FIJO PUBLICO,NO TIENE,POZO SEPTICO O CIEGO PRIVADO,ASFALTADA,NO TIENE,PLANO
69,AGRICOLA CONSERVACIONAL HABITACIONAL SIN APROVECHAMIENTO,AGRICOLA,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,AGUA ENTUBADA PUBLICA,ENERGIA ELECTRICA PUBLICA,TELEFONO FIJO PUBLICO,NO TIENE,LETRINA PRIVADA,LASTRADA,NO TIENE,COLINADO
70,PECUARIO RECREACIONAL HABITACIONAL SIN APROVECHAMIENTO,PECUARIO,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,AGUA ENTUBADA PUBLICA,ENERGIA ELECTRICA PUBLICA,TELEFONO FIJO PUBLICO,NO TIENE,POZO SEPTICO O CIEGO PUBLICO,LASTRADA,NO TIENE,ONDULADO
71,PECUARIO FORESTAL HABITACIONAL SIN APROVECHAMIENTO,PECUARIO,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,AGUA ENTUBADA PUBLICA,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
73,AGRICOLA PECUARIO HABITACIONAL SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,AGUA ENTUBADA PUBLICA,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,POZO SEPTICO O CIEGO PRIVADO,LASTRADA,NO TIENE,PLANO
73,SIN APROVECHAMIENTO,SIN APROVECHAMIENTO,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,PLANO
73,PECUARIO SIN APROVECHAMIENTO,PECUARIO,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,AGUA ENTUBADA PUBLICA,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,POZO SEPTICO O CIEGO PRIVADO,ASFALTADA,NO TIENE,PLANO
74,AGRICOLA FORESTAL SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,SENDERO,NO TIENE,ONDULADO
74,AGRICOLA SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
74,SIN APROVECHAMIENTO,SIN APROVECHAMIENTO,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,SENDERO,NO TIENE,PLANO
74,SIN APROVECHAMIENTO,SIN APROVECHAMIENTO,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,SENDERO,NO TIENE,PLANO
74,AGRICOLA SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
74,SIN APROVECHAMIENTO,SIN APROVECHAMIENTO,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
74,AGRICOLA FORESTAL SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,SENDERO,NO TIENE,PLANO
74,AGRICOLA FORESTAL SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,PLANO
74,AGRICOLA FORESTAL SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,SENDERO,NO TIENE,PLANO
74,AGRICOLA FORESTAL SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,PLANO
74,AGRICOLA FORESTAL SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,SENDERO,NO TIENE,PLANO
74,FORESTAL SIN APROVECHAMIENTO,FORESTAL,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
74,AGRICOLA FORESTAL SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,SENDERO,NO TIENE,PLANO
74,SIN APROVECHAMIENTO,SIN APROVECHAMIENTO,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,SENDERO,NO TIENE,ONDULADO
74,FORESTAL SIN APROVECHAMIENTO,FORESTAL,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,SENDERO,NO TIENE,PLANO
74,AGRICOLA FORESTAL HABITACIONAL,AGRICOLA,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,AGUA ENTUBADA PUBLICA,ENERGIA ELECTRICA PUBLICA,TELEFONO FIJO PUBLICO,NO TIENE,LETRINA PRIVADA,DE VERANO,NO TIENE,PLANO
74,SIN APROVECHAMIENTO,SIN APROVECHAMIENTO,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,SENDERO,NO TIENE,ONDULADO
74,AGRICOLA SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,ONDULADO
74,AGRICOLA FORESTAL HABITACIONAL SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,AGUA ENTUBADA PRIVADA,GENERADOR PRIVADO,TELEFONO FIJO PUBLICO,NO TIENE,POZO SEPTICO O CIEGO PRIVADO,LASTRADA,NO TIENE,PLANO
74,AGRICOLA SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,SENDERO,NO TIENE,ONDULADO
74,AGRICOLA FORESTAL SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
74,PECUARIO FORESTAL SIN APROVECHAMIENTO,PECUARIO,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,ONDULADO
75,AGRICOLA,AGRICOLA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,AGUA ENTUBADA PUBLICA,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,POZO SEPTICO O CIEGO PRIVADO,LASTRADA,NO TIENE,PLANO
75,SIN APROVECHAMIENTO,SIN APROVECHAMIENTO,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,PLANO
76,AGRICOLA SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,AGUA ENTUBADA PUBLICA,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
77,AGRICOLA,AGRICOLA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,AGUA ENTUBADA PUBLICA,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
78,AGRICOLA FORESTAL,AGRICOLA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,AGUA ENTUBADA PUBLICA,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
79,AGRICOLA,AGRICOLA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,AGUA ENTUBADA PUBLICA,NO TIENE,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
80,AGRICOLA PECUARIO SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,ONDULADO
81,SIN APROVECHAMIENTO,SIN APROVECHAMIENTO,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,ONDULADO
81,AGRICOLA CONSERVACIONAL HABITACIONAL SIN APROVECHAMIENTO,AGRICOLA,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,AGUA ENTUBADA PRIVADA,ENERGIA ELECTRICA PUBLICA,TELEFONO FIJO PUBLICO,NO TIENE,NO TIENE,DE VERANO,NO TIENE,ABRUPTO
81,HABITACIONAL SIN APROVECHAMIENTO,HABITACIONAL,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,AGUA ENTUBADA PUBLICA,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,POZO SEPTICO O CIEGO PRIVADO,DE VERANO,NO TIENE,PLANO
82,AGRICOLA,AGRICOLA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
83,AGRICOLA SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
84,AGRICOLA FORESTAL HABITACIONAL,AGRICOLA,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
85,AGRICOLA HABITACIONAL SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,AGUA ENTUBADA PUBLICA,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,POZO SEPTICO O CIEGO PRIVADO,DE VERANO,NO TIENE,PLANO
86,AGRICOLA HABITACIONAL SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,AGUA ENTUBADA PUBLICA,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,POZO SEPTICO O CIEGO PRIVADO,DE VERANO,NO TIENE,PLANO
87,AGRICOLA FORESTAL,AGRICOLA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,ONDULADO
87,AGRICOLA PECUARIO HABITACIONAL,AGRICOLA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
88,AGRICOLA FORESTAL SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,ONDULADO
89,AGRICOLA PECUARIO HABITACIONAL,AGRICOLA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,AGUA ENTUBADA PUBLICA,ENERGIA ELECTRICA PUBLICA,TELEFONO FIJO PUBLICO,NO TIENE,POZO SEPTICO O CIEGO PRIVADO,LASTRADA,NO TIENE,PLANO
90,AGRICOLA SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,AGUA ENTUBADA PUBLICA,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
91,AGRICOLA HABITACIONAL,AGRICOLA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,AGUA ENTUBADA PUBLICA,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,ALCANTARILLADO PUBLICO,LASTRADA,NO TIENE,PLANO
92,AGRICOLA PECUARIO HABITACIONAL SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,AGUA ENTUBADA PUBLICA,ENERGIA ELECTRICA PUBLICA,TELEFONO FIJO PUBLICO,NO TIENE,POZO SEPTICO O CIEGO PRIVADO,LASTRADA,NO TIENE,ONDULADO
93,SIN APROVECHAMIENTO,SIN APROVECHAMIENTO,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,AGUA ENTUBADA PUBLICA,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,POZO SEPTICO O CIEGO PRIVADO,LASTRADA,NO TIENE,PLANO
94,AGRICOLA,AGRICOLA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,AGUA ENTUBADA PUBLICA,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
95,AGRICOLA PECUARIO HABITACIONAL,AGRICOLA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
96,AGRICOLA SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,ONDULADO
97,AGRICOLA FORESTAL SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,CAMINO DE HERRADURA,NO TIENE,ONDULADO
98,FORESTAL CONSERVACIONAL,FORESTAL,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,CAMINO DE HERRADURA,NO TIENE,PLANO
98,AGRICOLA PECUARIO SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,PLANO
99,AGRICOLA PECUARIO FORESTAL SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,AGUA ENTUBADA PUBLICA,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,ALCANTARILLADO PUBLICO,LASTRADA,NO TIENE,PLANO
100,HABITACIONAL SIN APROVECHAMIENTO,HABITACIONAL,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,POZO SEPTICO O CIEGO PRIVADO,LASTRADA,NO TIENE,ONDULADO
101,HABITACIONAL SIN APROVECHAMIENTO,HABITACIONAL,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,AGUA ENTUBADA PUBLICA,ENERGIA ELECTRICA PUBLICA,TELEFONO FIJO PUBLICO,NO TIENE,POZO SEPTICO O CIEGO PRIVADO,LASTRADA,NO TIENE,PLANO
102,AGRICOLA,AGRICOLA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,SENDERO,NO TIENE,ONDULADO
103,AGRICOLA PECUARIO HABITACIONAL,AGRICOLA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,ONDULADO
104,PECUARIO,PECUARIO,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,PLANO
104,PECUARIO SIN APROVECHAMIENTO,PECUARIO,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,AGUA ENTUBADA PRIVADA,NO TIENE,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,ONDULADO
105,AGRICOLA,AGRICOLA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,PLANO
105,AGRICOLA PECUARIO,AGRICOLA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,ONDULADO
105,CONSERVACIONAL,CONSERVACION,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,PLANO
106,PECUARIO SIN APROVECHAMIENTO,PECUARIO,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,ONDULADO
106,PECUARIO SIN APROVECHAMIENTO,PECUARIO,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,ONDULADO
106,PECUARIO SIN APROVECHAMIENTO,PECUARIO,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,ONDULADO
106,PECUARIO SIN APROVECHAMIENTO,PECUARIO,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,AGUA ENTUBADA PRIVADA,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,PLANO
107,AGRICOLA PECUARIO HABITACIONAL SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NO TIENE,GENERADOR PRIVADO,TEELFONO FIJO PRIVADO,NO TIENE,POZO SEPTICO O CIEGO PRIVADO,DE VERANO,NO TIENE,PLANO
107,PECUARIO SIN APROVECHAMIENTO,PECUARIO,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,ONDULADO
107,PECUARIO,PECUARIO,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,PLANO
107,PECUARIO SIN APROVECHAMIENTO,PECUARIO,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,ONDULADO
109,SIN APROVECHAMIENTO,SIN APROVECHAMIENTO,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,ONDULADO
109,PECUARIO SIN APROVECHAMIENTO,PECUARIO,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,PLANO
110,SIN APROVECHAMIENTO,SIN APROVECHAMIENTO,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,ONDULADO
111,AGRICOLA SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,ONDULADO
112,AGRICOLA COMERCIAL HABITACIONAL,AGRICOLA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,AGUA ENTUBADA PRIVADA,ENERGIA ELECTRICA PUBLICA,TELEFONO FIJO PUBLICO,NO TIENE,POZO SEPTICO O CIEGO PRIVADO,LASTRADA,NO TIENE,PLANO
112,AGRICOLA SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,AGUA ENTUBADA PUBLICA,ENERGIA ELECTRICA PUBLICA,TELEFONO FIJO PUBLICO,NO TIENE,POZO SEPTICO O CIEGO PRIVADO,LASTRADA,NO TIENE,PLANO
113,PECUARIO,PECUARIO,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,PLANO
